family,name,class,cap_diameter,cap_shape,Cap_surface,cap_color,does_bruise_or_bleed,gill_attachment,gill_spacing,gill_color,stem_height,stem_width,stem_root,stem_surface,stem_color,veil_type,veil_color,has_ring,ring_type,Spore_print_color,habitat,season
Ink Cap_Family,Hay_Cap,p,"[1, 2]",[x],,[n],[f],,,"[k, n]","[4, 6]","[2, 3]",,[s],[n],,,[f],[f],[k],[g],"[u, a]"
Ink Cap_Family,Petticoat_Fungus,p,"[2, 4]",[b],,"[g, n, k]",[f],[a],,"[k, n]","[6, 12]","[2, 3]",,,"[g, n]",,[w],[f],[f],[k],[g],"[u, a]"
Ink Cap_Family,Egg_shell_Toadstool,p,"[2, 6]",[b],"[t, h]",[n],[f],,,"[k, n]","[5, 15]","[4, 8]",,,[w],,,[t],,[k],[g],"[u, a, w]"
Ink Cap_Family,Weeping_Widow,p,"[5, 10]",[x],[i],"[n, y]",[f],[a],[c],"[k, n]","[6, 10]","[6, 10]",,[i],[n],,[k],[t],[z],[k],"[g, d]","[u, a]"
Bolete_Family,Cep,e,"[8, 30]","[x, p]","[w, t]",[n],[f],[p],,"[w, y]","[8, 25]","[40, 100]",,,[n],,,[f],[f],,[d],"[u, a]"
Bolete_Family,Bay_Bolete,e,"[7, 15]",[x],"[h, t]",[n],[t],[p],,[y],"[5, 12]","[20, 25]",,,[n],,,[f],[f],,[d],"[u, a]"
Bolete_Family,Red_cracked_Bolete,e,"[5, 10]",[x],[d],"[n, y, e]",[t],[p],,"[y, r]","[4, 8]","[10, 15]",,,"[e, y]",,,[f],[f],,[d],"[u, a]"
Bolete_Family,Yellow_cracked_Bolete,e,"[3, 10]",[x],[d],"[n, y]",[t],[p],,[y],"[4, 10]","[10, 20]",,,[y],,,[f],[f],,[d],"[u, a]"
Bolete_Family,Dotted_stemmed_Bolete,p,"[8, 20]",[x],"[e, k, s, h]",[n],[t],[p],,"[y, o, e]","[6, 12]","[20, 40]",[c],,[y],,,[f],[f],,[d],"[u, a]"
Bolete_Family,Lurid_Bolete,p,"[8, 14]",[x],[e],"[n, y]",[t],[p],,"[o, e]","[5, 12]","[15, 40]",,,"[u, e]",,,[f],[f],,[d],"[u, a]"
Bolete_Family,Parasitic_Bolete,e,"[2, 5]",[x],"[d, k]",[n],[f],[p],,"[y, e, n]","[3, 6]","[8, 12]",,,"[n, y]",,,[f],[f],,[d],[a]
Bolete_Family,Bitter_Bolete,p,"[5, 14]","[x, p]",,[n],[f],[p],,"[w, p]","[6, 14]","[20, 40]",[c],,[n],,,[f],[f],"[p, w]",[d],"[u, a]"
Bolete_Family,Peppery_Bolete,e,"[3, 6]",[x],"[s, t]","[n, o]",[f],[p],,[n],"[3, 8]","[8, 15]",,,"[e, n]",,,[f],[f],,[d],"[u, a]"
Bolete_Family,Orange_Birch_Bolete,e,"[12, 25]","[p, x]",[d],"[n, o, e]",[f],[p],,"[w, n]","[12, 20]","[30, 40]",[s],[y],[w],,,[f],[f],,[d],"[u, a]"
Bolete_Family,Brown_Birch_Bolete,e,"[5, 10]",[x],,"[g, n]",[t],[p],,[g],"[8, 15]","[20, 30]",,[y],[w],,,[f],[f],,[d],"[u, a]"
Bolete_Family,Larch_Bolete,e,"[4, 12]",[x],"[t, h]",[y],[f],[p],,[y],"[5, 10]","[12, 18]",,,[y],,[y],[t],,,[d],"[u, a]"
Bolete_Family,Slippery_Jack,e,"[6, 12]",[x],"[t, h, s]",[n],[t],[p],,"[y, n]","[5, 10]","[15, 20]",,,[n],,[w],[t],[p],,[d],"[u, a]"
Bolete_Family,Shallow_pored_Bolete,e,"[4, 12]",[x],"[h, t]",[n],[f],[p],[d],[y],"[4, 10]","[10, 15]",,[s],[n],,,[f],[f],,"[g, h, d]","[u, a]"
Paxillus_Family,Brown_Roll_rim,p,"[7, 15]","[x, f, s]",[t],"[r, n]",[t],[d],[c],[n],"[4, 8]","[10, 20]",,,[n],,,[f],[f],,"[h, d]","[u, a]"
Paxillus_Family,Velvet_Roll_rim,p,"[8, 25]","[f, s]","[d, k, s]",[n],[f],[d],[c],[y],"[4, 8]","[20, 50]",,[k],"[k, n]",,,[f],[f],,[d],"[u, a]"
Paxillus_Family,False_Chanterelle,p,"[3, 8]",[s],[d],"[o, y]",[f],[d],[c],"[o, y]","[2, 5]","[5, 8]",,,"[o, y]",,,[f],[f],,"[h, d]","[u, a]"
Chanterelle_Family,Chanterelle,e,"[2, 10]","[x, f, s]",[w],[y],[f],[f],[f],[f],"[2, 8]","[8, 20]",,,[y],,,[f],[f],,[d],"[u, a]"
Chanterelle_Family,Tubed_Chanterelle,e,"[2, 5]",[s],,"[n, y]",[f],[f],[f],[f],"[5, 8]","[5, 10]",,,"[o, y]",,,[f],[f],,[d],[a]
Chanterelle_Family,Horn_of_Plenty,e,"[2, 8]","[s, o]",[l],[n],[f],[f],[f],[f],"[4, 10]","[20, 80]",,,[n],,,[f],[f],[g],"[l, d]","[u, a, w]"
Oyster Mushroom_Family,Oyster_Mushroom,e,"[5, 18]",[f],,"[l, g, b, w]",[f],[d],[c],"[w, y]","[2, 3]","[10, 20]",,,[w],,,[f],[f],,[d],"[a, w]"
Oyster Mushroom_Family,Branched_Oyster_Mushroom,e,"[5, 12]","[s, o]",,[n],[f],,,[w],"[2, 7]","[15, 30]",,,[n],,,[f],[f],,[d],"[u, a]"
Tricholoma_Family,Olive_brown_Panellus,p,"[3, 12]",[o],"[e, t, k]","[y, o, r, n]",[f],,[c],"[o, y]","[1, 2]","[10, 20]",,,"[y, n]",,,[f],[f],,[d],"[a, w]"
Crepidotus_Family,Soft_Slipper_Toadstool,p,"[2, 7]",[o],"[s, t]","[n, w]",[f],,[c],[w],[0],[0],[f],[f],[f],,,[f],[f],[n],[d],"[u, a]"
Hydnum_Family,Hedgehog_Fungus,e,"[6, 14]",[f],[e],[b],[f],,[c],[b],"[4, 6]","[15, 25]",,,[w],,,[t],[f],,[d],[a]
Ear_Pick_Family,Ear_pick_Fungus,p,"[1, 2]","[x, o]",[k],[n],[f],,,[n],"[2, 6]","[1, 2]",,,[n],,,[f],[f],,[d],"[s, u, a, w]"
Bracket_Fungi,Hairy_Stereum,p,"[2, 6]",[o],[s],"[y, o, g, n, r]",[f],[f],[f],[f],[0],[0],[f],[f],[f],,,[t],[f],,[d],"[s, u, a, w]"
Bracket_Fungi,Silver_Leaf_Fungus,p,"[2, 4]",[o],[l],[g],[f],[f],[f],[f],[0],[0],[f],[f],[f],,,[f],[f],,[d],"[s, u, a, w]"
Bracket_Fungi,Dryad's_Saddle,e,[50],[o],[y],[y],[f],[p],,[y],"[3, 10]","[10, 60]",,[k],"[k, n]",,,[f],[f],,[d],"[s, u]"
Bracket_Fungi,Fuzzy_Polypore,p,"[8, 30]","[f, x]","[g, s, d]","[o, e, n, k]",[f],[p],,[y],"[3, 8]","[20, 60]",,,[n],,,[f],[f],,[d],"[a, w]"
Bracket_Fungi,Brown_Goblet,p,"[3, 7]","[f, s]",[k],"[n, y]",[f],[p],,[n],"[2, 5]","[3, 8]",,[k],[n],,,[t],[f],,[d],[u]
Saddle_Cup_Family,White_Saddle,p,"[2, 6]",[o],,[w],[f],[f],[f],[f],"[4, 7]","[20, 40]",,[g],[w],,,[t],[f],,"[p, d]","[u, a]"
Bracket_Fungi,Elfin's_Saddle,p,"[2, 4]",[o],,"[g, k]",[f],[f],[f],[f],"[2, 5]","[10, 20]",,[g],"[g, n]",,,[f],[f],,[d],"[u, a]"
Bracket_Fungi,Turban_Fungus,p,"[5, 15]",[o],,"[n, e]",[f],[f],[f],[f],"[2, 5]","[20, 30]",,[g],[n],,,[f],[f],,[d],"[s, u]"
Morel_Family,Common_Morel,e,"[3, 8]","[p, c, o]",,"[n, g]",[f],[f],[f],[f],"[3, 8]","[15, 25]",,,[n],,,[f],[f],,"[l, d]",[s]
Jelly Discs_Family,Jelly_Babies,p,"[1, 1.5]","[x, f, s]",[s],[y],[f],[f],[f],[f],"[2, 5]","[4, 7]",,,[y],,,[f],[f],,[d],"[u, a]"
